場所名,URL,表示
那覇,https://tenki.jp/forecast/10/,沖縄地方
名護,https://tenki.jp/forecast/10/,沖縄地方
久米島,https://tenki.jp/forecast/10/,沖縄地方
南大東,https://tenki.jp/forecast/10/,沖縄地方
宮古島,https://tenki.jp/forecast/10/,沖縄地方
石垣島,https://tenki.jp/forecast/10/,沖縄地方
与那国島,https://tenki.jp/forecast/10/,沖縄地方
ジャパン,https://tenki.jp/,日本全国
世界,https://tenki.jp/world/,世界
地球,https://tenki.jp/world/,世界
テラ,https://tenki.jp/world/,世界
アース,https://tenki.jp/world/,世界
ヨーロッパ,https://tenki.jp/world/1/,ヨーロッパ
旧ソ連,https://tenki.jp/world/1/,ヨーロッパ
アイスランド,https://tenki.jp/world/1/102/,アイスランド
アクレイリ,https://tenki.jp/world/1/102/,アイスランド
レイキャビク,https://tenki.jp/world/1/102/,アイスランド
アイルランド,https://tenki.jp/world/1/103/,アイルランド
コルク,https://tenki.jp/world/1/103/,アイルランド
シャノン,https://tenki.jp/world/1/103/,アイルランド
ダブリン,https://tenki.jp/world/1/103/,アイルランド
ロスレア,https://tenki.jp/world/1/103/,アイルランド
アゾレス,https://tenki.jp/world/1/104/,アゾレス
サンタマリア,https://tenki.jp/world/1/104/,アゾレス
イギリス,https://tenki.jp/world/1/105/,イギリス
アバティーン,https://tenki.jp/world/1/105/,イギリス
アヴィモー,https://tenki.jp/world/1/105/,イギリス
エスクダレミュール,https://tenki.jp/world/1/105/,イギリス
カンボーン,https://tenki.jp/world/1/105/,イギリス
ショーベリー,https://tenki.jp/world/1/105/,イギリス
タイリー島,https://tenki.jp/world/1/105/,イギリス
ハーストモンスー,https://tenki.jp/world/1/105/,イギリス
ブライズ・ノートン,https://tenki.jp/world/1/105/,イギリス
ブリドリントン,https://tenki.jp/world/1/105/,イギリス
ベルファスト,https://tenki.jp/world/1/105/,イギリス
マンチェスター,https://tenki.jp/world/1/105/,イギリス
ロンドン,https://tenki.jp/world/1/105/3772/,イギリス、ロンドン
イタリア,https://tenki.jp/world/1/106/,イタリア
アンコーナ,https://tenki.jp/world/1/106/,イタリア
ウディネ,https://tenki.jp/world/1/106/,イタリア
カリアリ,https://tenki.jp/world/1/106/,イタリア
トラパニ,https://tenki.jp/world/1/106/,イタリア
トリノ,https://tenki.jp/world/1/106/,イタリア
パレルモ,https://tenki.jp/world/1/106/,イタリア
パンテッレリア島,https://tenki.jp/world/1/106/,イタリア
ピサ,https://tenki.jp/world/1/106/,イタリア
ブリンディジ,https://tenki.jp/world/1/106/,イタリア
ミラノ,https://tenki.jp/world/1/106/,イタリア
メッシーナ,https://tenki.jp/world/1/106/,イタリア
ローマ,https://tenki.jp/world/1/106/16242/,イタリア、ローマ
ベェネツィア,https://tenki.jp/world/1/106/,イタリア
ウクライナ,https://tenki.jp/world/1/107/,ウクライナ
キエフ,https://tenki.jp/world/1/107/,ウクライナ
オデッサ,https://tenki.jp/world/1/107/,ウクライナ
クリボイログ,https://tenki.jp/world/1/107/,ウクライナ
チェルニフツィ,https://tenki.jp/world/1/107/,ウクライナ
ポルタワ,https://tenki.jp/world/1/107/,ウクライナ
ウズベキスタン,https://tenki.jp/world/1/108/,ウズベキスタン
サマルカンド,https://tenki.jp/world/1/108/,ウズベキスタン
タシケント,https://tenki.jp/world/1/108/,ウズベキスタン
エストニア,https://tenki.jp/world/1/109/,エストニア
タリン,https://tenki.jp/world/1/109/,エストニア
リスチ,https://tenki.jp/world/1/109/,エストニア
オーストリア,https://tenki.jp/world/1/110/,オーストリア
インスブルッグ,https://tenki.jp/world/1/110/,オーストリア
ウイーン,https://tenki.jp/world/1/110/11036/,オーストリア、ウイーン
グラーツ,https://tenki.jp/world/1/110/,オーストリア
ザルツブルク,https://tenki.jp/world/1/110/,オーストリア
リンツ,https://tenki.jp/world/1/110/,オーストリア
オランダ,https://tenki.jp/world/1/111/,オランダ
アムステルダム,https://tenki.jp/world/1/111/6240/,オランダ、アムステルダム
デビルト,https://tenki.jp/world/1/111/,オランダ
マーストリヒト,https://tenki.jp/world/1/111/,オランダ
レーワルデン,https://tenki.jp/world/1/111/,オランダ
カザフスタン,https://tenki.jp/world/1/112/,カザフスタン
アルマティ,https://tenki.jp/world/1/112/,カザフスタン
セミパラチンスク,https://tenki.jp/world/1/112/,カザフスタン
トルケスタン,https://tenki.jp/world/1/112/,カザフスタン
バルハシ,https://tenki.jp/world/1/112/,カザフスタン
キプロス,https://tenki.jp/world/1/113/,キプロス
ラルナカ,https://tenki.jp/world/1/113/,キプロス
ギリシャ,https://tenki.jp/world/1/114/,ギリシャ
アテネ,https://tenki.jp/world/1/114/16716/,ギリシャ、アテネ
イラクリオン,https://tenki.jp/world/1/114/,ギリシャ
クレタ島,https://tenki.jp/world/1/114/,ギリシャ
テッサロニキ,https://tenki.jp/world/1/114/,ギリシャ
ロードス,https://tenki.jp/world/1/114/,ギリシャ
キルギス,https://tenki.jp/world/1/115/,キルギス
ナリン,https://tenki.jp/world/1/115/,キルギス
スイス,https://tenki.jp/world/1/117/,スイス
インターラーケン,https://tenki.jp/world/1/117/,スイス
ジュネーブ,https://tenki.jp/world/1/117/,スイス
チューリッヒ,https://tenki.jp/world/1/117/6660/,スイス、チューリッヒ
ベルン,https://tenki.jp/world/1/117/,スイス
ローザンヌ,https://tenki.jp/world/1/117/,スイス
スウェーデン,https://tenki.jp/world/1/118/,スウェーデン
エステルスンド,https://tenki.jp/world/1/118/,スウェーデン
ストックホルム,https://tenki.jp/world/1/118/2464/,スウェーデン、ストックホルム
スベンスカホガルナ,https://tenki.jp/world/1/118/,スウェーデン
トループ,https://tenki.jp/world/1/118/,スウェーデン
パヤラ,https://tenki.jp/world/1/118/,スウェーデン
リンシューピング,https://tenki.jp/world/1/118/,スウェーデン
スペイン,https://tenki.jp/world/1/119/,スペイン
クエンカ,https://tenki.jp/world/1/119/,スペイン
グラナダ,https://tenki.jp/world/1/119/,スペイン
コルドバ,https://tenki.jp/world/1/119/,スペイン
サラマンカ,https://tenki.jp/world/1/119/,スペイン
セゴビア,https://tenki.jp/world/1/119/,スペイン
セビリア,https://tenki.jp/world/1/119/,スペイン
トレド,https://tenki.jp/world/1/119/,スペイン
バルセロナ,https://tenki.jp/world/1/119/,スペイン
バレンシア,https://tenki.jp/world/1/119/,スペイン
パンプローナ,https://tenki.jp/world/1/119/,スペイン
ブルゴス,https://tenki.jp/world/1/119/,スペイン
マドリード,https://tenki.jp/world/1/119/8221/,スペイン、マドリード
マラガ,https://tenki.jp/world/1/119/,スペイン
レオン,https://tenki.jp/world/1/119/,スペイン
スロバキア,https://tenki.jp/world/1/120/,スロバキア
コシツェ,https://tenki.jp/world/1/120/,スロバキア
ブラティスラバ,https://tenki.jp/world/1/120/,スロバキア
タジキスタン,https://tenki.jp/world/1/122/,タジキスタン
ドシャンベ,https://tenki.jp/world/1/122/,タジキスタン
チェコ,https://tenki.jp/world/1/123/,チェコ
オストラバ,https://tenki.jp/world/1/123/,チェコ
プラハ,https://tenki.jp/world/1/123/11518/,チェコ、プラハ
デンマーク,https://tenki.jp/world/1/124/,デンマーク
コペンハーゲン,https://tenki.jp/world/1/124/,デンマーク
ドイツ,https://tenki.jp/world/1/125/,ドイツ
アウグスブルク,https://tenki.jp/world/1/125/,ドイツ
エムデン,https://tenki.jp/world/1/125/,ドイツ
カッセル,https://tenki.jp/world/1/125/,ドイツ
ケムプテン,https://tenki.jp/world/1/125/,ドイツ
シュツットガルト,https://tenki.jp/world/1/125/,ドイツ
シュトラウビング,https://tenki.jp/world/1/125/,ドイツ
シュレスウィッヒ,https://tenki.jp/world/1/125/,ドイツ
デュッセルドルフ,https://tenki.jp/world/1/125/,ドイツ
ドレスデン,https://tenki.jp/world/1/125/,ドイツ
ニュルンベルク,https://tenki.jp/world/1/125/,ドイツ
ハノーバー,https://tenki.jp/world/1/125/,ドイツ
ハンブルグ,https://tenki.jp/world/1/125/,ドイツ
バルヴァイラー,https://tenki.jp/world/1/125/,ドイツ
フランクフルト,https://tenki.jp/world/1/125/,ドイツ
ブレーメン,https://tenki.jp/world/1/125/,ドイツ
ベルリン,https://tenki.jp/world/1/125/10384/,ドイツ、ベルリン
ミュンヘン,https://tenki.jp/world/1/125/,ドイツ
ライプチヒ,https://tenki.jp/world/1/125/,ドイツ
トルクメニスタン,https://tenki.jp/world/1/126/,トルクメニスタン
アシハバード,https://tenki.jp/world/1/126/,トルクメニスタン
トルクメンバシ,https://tenki.jp/world/1/126/,トルクメニスタン
ノルウェー,https://tenki.jp/world/1/127/,ノルウェー
アルタ,https://tenki.jp/world/1/127/,ノルウェー
オスロ,https://tenki.jp/world/1/127/1384/,ノルウェー、オスロ
スウィノイ,https://tenki.jp/world/1/127/,ノルウェー
スタヴァンガル,https://tenki.jp/world/1/127/,ノルウェー
トロムセー,https://tenki.jp/world/1/127/,ノルウェー
トロンヘイム,https://tenki.jp/world/1/127/,ノルウェー
フゼゲルネス,https://tenki.jp/world/1/127/,ノルウェー
ボーデ,https://tenki.jp/world/1/127/,ノルウェー
ハンガリー,https://tenki.jp/world/1/128/,ハンガリー
ジェール,https://tenki.jp/world/1/128/,ハンガリー
ナチカニジャ,https://tenki.jp/world/1/128/,ハンガリー
ブタペスト,https://tenki.jp/world/1/128/12843/,ハンガリー、ブタペスト
ペーチュ,https://tenki.jp/world/1/128/,ハンガリー
フィンランド,https://tenki.jp/world/1/129/,フィンランド
ソダンキュラ,https://tenki.jp/world/1/129/,フィンランド
ヘルシンキ,https://tenki.jp/world/1/129/,フィンランド
ヨキオイネン,https://tenki.jp/world/1/129/,フィンランド
フランス,https://tenki.jp/world/1/130/,フランス
カーン,https://tenki.jp/world/1/130/,フランス
ストラスブール,https://tenki.jp/world/1/130/,フランス
ディジョン,https://tenki.jp/world/1/130/,フランス
トゥール,https://tenki.jp/world/1/130/,フランス
トゥルーズ,https://tenki.jp/world/1/130/,フランス
ナンシー,https://tenki.jp/world/1/130/,フランス
ナント,https://tenki.jp/world/1/130/,フランス
ニース,https://tenki.jp/world/1/130/,フランス
パリ,https://tenki.jp/world/1/130/7149/,フランス、パリ
プレスト,https://tenki.jp/world/1/130/,フランス
ブールジュ,https://tenki.jp/world/1/130/,フランス
ペルペニャン,https://tenki.jp/world/1/130/,フランス
ボルドー,https://tenki.jp/world/1/130/,フランス
ランス,https://tenki.jp/world/1/130/,フランス
リモージュ,https://tenki.jp/world/1/130/,フランス
リヨン,https://tenki.jp/world/1/130/,フランス
リール,https://tenki.jp/world/1/130/,フランス
レンヌ,https://tenki.jp/world/1/130/,フランス
ブルガリア,https://tenki.jp/world/1/131/,ブルガリア
スリヴェン,https://tenki.jp/world/1/131/,ブルガリア
ソフィア,https://tenki.jp/world/1/131/,ブルガリア
バルナ,https://tenki.jp/world/1/131/,ブルガリア
ベラルーシ,https://tenki.jp/world/1/132/,ベラルーシ
ゴメリ,https://tenki.jp/world/1/132/,ベラルーシ
ブレスト,https://tenki.jp/world/1/132/,ベラルーシ
ミンスク,https://tenki.jp/world/1/132/,ベラルーシ
ベルギー,https://tenki.jp/world/1/133/,ベルギー
ブリュッセル,https://tenki.jp/world/1/133/,ベルギー
ユクル,https://tenki.jp/world/1/133/,ベルギー
ポーランド,https://tenki.jp/world/1/134/,ポーランド
トルン,https://tenki.jp/world/1/134/,ポーランド
ポズナニ,https://tenki.jp/world/1/134/,ポーランド
ワルシャワ,https://tenki.jp/world/1/134/,ポーランド
ヴロツワフ,https://tenki.jp/world/1/134/,ポーランド
ポルトガル,https://tenki.jp/world/1/135/,ポルトガル
エヴォラ,https://tenki.jp/world/1/135/,ポルトガル
ポルト,https://tenki.jp/world/1/135/,ポルトガル
ポルトサント島,https://tenki.jp/world/1/135/,ポルトガル
リスボン,https://tenki.jp/world/1/135/8536/,ポルトガル、リスボン
マケドニア,https://tenki.jp/world/1/136/,マケドニア
スコーピエ,https://tenki.jp/world/1/136/,マケドニア
マデイラ,https://tenki.jp/world/1/137/,マデイラ
フンシャル,https://tenki.jp/world/1/137/,マデイラ
マルタ,https://tenki.jp/world/1/138/,マルタ
マルタ島,https://tenki.jp/world/1/138/,マルタ
モルドバ,https://tenki.jp/world/1/139/,モルドバ
キシニョフ,https://tenki.jp/world/1/139/,モルドバ
セルビア,https://tenki.jp/world/1/140/,セルビア
クラリェボ,https://tenki.jp/world/1/140/,セルビア
ニーシュ,https://tenki.jp/world/1/140/,セルビア
ベオグラード,https://tenki.jp/world/1/140/,セルビア
ラトビア,https://tenki.jp/world/1/141/,ラトビア
ダウガフピルス,https://tenki.jp/world/1/141/,ラトビア
リエパーヤ,https://tenki.jp/world/1/141/,ラトビア
リガ,https://tenki.jp/world/1/141/,ラトビア
リトアニア,https://tenki.jp/world/1/142/,リトアニア
カウナス,https://tenki.jp/world/1/142/,リトアニア
クライペダ,https://tenki.jp/world/1/142/,リトアニア
ビリニュス,https://tenki.jp/world/1/142/,リトアニア
ルーマニア,https://tenki.jp/world/1/143/,ルーマニア
アラド,https://tenki.jp/world/1/143/,ルーマニア
コンスタンツァ,https://tenki.jp/world/1/143/,ルーマニア
シビウ,https://tenki.jp/world/1/143/,ルーマニア
ブカレスト,https://tenki.jp/world/1/143/,ルーマニア
ブザウ,https://tenki.jp/world/1/143/,ルーマニア
ヤーシ,https://tenki.jp/world/1/143/,ルーマニア
ルクセンブルク,https://tenki.jp/world/1/144/6589/,ルクセンブルク
ロシア,https://tenki.jp/world/1/145/,ロシア
アルハンゲリスク,https://tenki.jp/world/1/145/,ロシア
イルクーツク,https://tenki.jp/world/1/145/,ロシア
ウファ,https://tenki.jp/world/1/145/,ロシア
ウラジオストック,https://tenki.jp/world/1/145/,ロシア
ウラン・ウデ,https://tenki.jp/world/1/145/,ロシア
エカテリンブルグ,https://tenki.jp/world/1/145/,ロシア
オイミヤコン,https://tenki.jp/world/1/145/,ロシア
オムスク,https://tenki.jp/world/1/145/,ロシア
カザン,https://tenki.jp/world/1/145/,ロシア
カリーニングラード,https://tenki.jp/world/1/145/,ロシア
キーロフ,https://tenki.jp/world/1/145/,ロシア
クラスノダール,https://tenki.jp/world/1/145/,ロシア
サマーラ,https://tenki.jp/world/1/145/,ロシア
サンクトペテルブルク,https://tenki.jp/world/1/145/,ロシア
チェリャビンスク,https://tenki.jp/world/1/145/,ロシア
チタ,https://tenki.jp/world/1/145/,ロシア
トゥーラ,https://tenki.jp/world/1/145/,ロシア
ニジニノヴゴロド,https://tenki.jp/world/1/145/,ロシア
ノヴォシビルスク,https://tenki.jp/world/1/145/,ロシア
ハバロフスク,https://tenki.jp/world/1/145/,ロシア
ボロネジ,https://tenki.jp/world/1/145/,ロシア
マガダン,https://tenki.jp/world/1/145/,ロシア
モスクワ,https://tenki.jp/world/1/145/27612/,ロシア、モスクワ
ヤクーツク,https://tenki.jp/world/1/145/,ロシア
ロストフ,https://tenki.jp/world/1/145/,ロシア
ヴォルゴグラード,https://tenki.jp/world/1/145/,ロシア
モンテネグロ,https://tenki.jp/world/1/146/,モンテネグロ
プリェヴリャ,https://tenki.jp/world/1/146/,モンテネグロ
アフリカ,https://tenki.jp/world/2/,アフリカ
アルジェリア,https://tenki.jp/world/2/1/,アルジェリア
アルジェ,https://tenki.jp/world/2/1/,アルジェリア
ガルダイア,https://tenki.jp/world/2/1/,アルジェリア
コンスタンティーヌ,https://tenki.jp/world/2/1/,アルジェリア
タマンラセット,https://tenki.jp/world/2/1/,アルジェリア
ウガンダ,https://tenki.jp/world/2/2/,ウガンダ
アルア,https://tenki.jp/world/2/2/,ウガンダ
エンテベ,https://tenki.jp/world/2/2/,ウガンダ
エジプト,https://tenki.jp/world/2/3/,エジプト
アスワン,https://tenki.jp/world/2/3/,エジプト
アレクサンドリア,https://tenki.jp/world/2/3/,エジプト
カイロ,https://tenki.jp/world/2/3/62366/,エジプト、カイロ
ルクソール,https://tenki.jp/world/2/3/,エジプト
カーボヴェルデ,https://tenki.jp/world/2/4/,カーボヴェルデ
ミンデロ,https://tenki.jp/world/2/4/,カーボヴェルデ
カナリア諸島,https://tenki.jp/world/2/5/,カナリア諸島
ラスパルマス,https://tenki.jp/world/2/5/,カナリア諸島
ガボン,https://tenki.jp/world/2/6/,ガボン
リーブルビル,https://tenki.jp/world/2/6/,ガボン
カメルーン,https://tenki.jp/world/2/7/,カメルーン
ヌガウンデレ,https://tenki.jp/world/2/7/,カメルーン
ガンビア,https://tenki.jp/world/2/8/,ガンビア
バンジュール,https://tenki.jp/world/2/8/,ガンビア
ギニア,https://tenki.jp/world/2/9/,ギニア
コナクリ,https://tenki.jp/world/2/9/,ギニア
ケニア,https://tenki.jp/world/2/10/,ケニア
