の調理法を見せて,#RECIPE#,色々あるのよねぇ。,#RECIPE#,#RECIPE#
の調理法を教えて,#RECIPE#,教えてあげない。,#RECIPE#,#RECIPE#
の料理の仕方は,#RECIPE#,調理法ねぇ。,#RECIPE#,#RECIPE#
の料理の仕方を表示して,#RECIPE#,どうしようかなぁ。,#RECIPE#,#RECIPE#
の料理の仕方を見せて,#RECIPE#,色々あるのよねぇ。,#RECIPE#,#RECIPE#
の料理の仕方を教えて,#RECIPE#,教えてあげない。,#RECIPE#,#RECIPE#,
音声入力終了,#RECEND#,#RECEND#,,,
音声入力を終了してください。,#RECEND#,#RECEND#,,,
音声入力オフ,#RECEND#,#RECEND#,,,
音声認識オフ,#RECEND#,#RECEND#,,,
音声認識終了,#RECEND#,#RECEND#,,,
音声認識を終了してください。,#RECEND#,#RECEND#,,,
　,こんにちは、ノンちゃんです。何か話してくださいませんか？,私で良ければお話を聞きますよ。,何か入力して戴ければ嬉しいですわ。,よく分かりませんの。,何を言っていらっしゃるの？
1000メートルくらいの山の冬場の朝方はそんなものです。,寒いんでしょうね。何度ぐらいですか？,ええ、稚内あたりでしかみれないのかと。,冬山に行かれたのですか？,,
1000円からできるんですか。,そのようですのん。,千円ガチャですか？,何が出来るんですか？,,
100gもなかったんですよ。,普通はどれくらいの重さですか？,それは、ずいぶん小さいですね。,普通はどれくらいの重さですか？,軽い方なんですね。,
100gもなかったんですよ。目もまだ開いてなくって、へその緒もついてたんです。,普通はどれくらいの重さですか？うまれたばかりですよね。,100ｇもなくてへその緒が付いているとは、それは、幼すぎて素人ではお世話しきれなさそうですね。,生まれたばかりみたいですね。,犬ですか、それとも猫ちゃん？,
100ｇもなくてへその緒が付いていたのですか、それは、幼すぎて素人ではお世話しきれなさそうですね。,普通はどれくらいの重さですか？うまれたばかりですよね。,ちょっと怖いでしょ？私も1週間ぐらいの間は本当に心配で不安でいっぱいでした。,確かにその通りですね。,母親はいなかったのですか？,
100kmも行けるのですか？知らなかったです。,自転車だとずいぶん時間がかかるんでしょうね。,自転車ですか、車ですか？,山道だと大変でしょうね。,,
100円ショップとかも。,100円ショップには良く行かれますか？,100円ショップは行くと必ず何か買ってしまいますね、危険です。,100円ショップには良く行きますよ。,,
100円ショップは行くと必ず何か買ってしまいますね、危険です。,100円ショップには良く行かれますか？,危険区域に指定しましょう。,確かに何か買ってしまいますよね。,近くに百円ショップがないので、残念です。,
100均のグッズでそんないいのがあるんですね。,100円ショップには良く行かれますか？,割と良いものがそろっていますよ。,今は三百円とか五百円のものもありますよ。,他の国では一ドルショップとか一ポンドショップとかがあるんですね。
100前後ですか？,ゴルフで１００を切るのは大したものですのん。,キャリアは長いんですが、９０台前半にはいきません。,初心者だとどれくらいですかねぇ。,
10kgでしたら、服のサイズとかも変わったんじゃないですか？,服のサイズはなんとかなりましたのん。,でも、去年1年間だけ異常に太っていた感じなので服はその前のものを着ています。,そうでもないんですよ。,
10億なんて生涯かけてもむり、宝くじでもあたらないと。,１０億なんて、夢のまたユメですのん。,投資がうまくいっているので。労働と投資の相乗効果です,あーあ、宝くじ当たらないかな？,十億ねぇ、十億あったら何に使う？
１０月だというのに半そでで過ごせるというのもおかしいですよね。,異常気象なんですのん。,そちらはまだ半袖なんですか？こちらはだいぶ冷えてきましたよ。,年々夏が長くなっているような気がしないですか？,もう10月ですよね。
10月は標高1000メートル以上で、今は標高500メートル前後の山です。,春になったら、また高い山に登るんですか？,標高1000メートルだとどのくらいの時間かけて登るものなんですか？,冬にかけて、低い山にしているんですね。,
１０月も終わりますね。,冬が来て、また春が来るのですのん。,一年あっという間ですよね。,もう秋ですよね。,
10月を選んだのは天候が良いからだったでしょうにね。,やはり、１０月は天気が良いのでしょうか？,でもちょっと見ただけでも美しさは感じました。,台風以外は天気が良いですから。,
10時から2時間やってそれぞれ仕事に行く感じです。,２時間やってから仕事ですか？,2時間走り回る、体力ありますね。,後で眠くなったりしないですか？,
10時間くらい寝たのでスッキリでした。,休みの日は半日寝ていることもありますからねぇ。,スッキリ起きれてよかったですね。,私は8時間以上寝れているのにいつもスッキリ起きれず困っています。,
10店舗買い回りのポイント還元がおいしいですね。,１０店舗もはしごですか？,おぉーすごいって思った後に笑いました,ずいぶんンとポイントがたまったんでしょうね。,
10年も経験されているのですね。,１０年経験されたなら、もうベテランですね。,一度だけ転職しています。以前はプログラマー見習いをしていました。,１０年の経験は一つの財産ですね。,
10年間同じ職場ですか？,ええ、そうですのん。,転勤もなかったですけど,いいえ、違います。転勤はありました。,
１０分間ぐらいです。,毎日１０分間くらいですか？,今度見てみます。股関節ときどき痛くなるんですよね。骨がコキコキなるというか、,１０分間でいいのですか？,
11月末から12月くらいまでですかね。,クリスマス・シーズンですか？,落ち葉の時期ですよね。,クリスマス・シーズンですよね。,
12月15日までは20%バックです。,ポイント還元ということですか？,２０％オフではなくバックと言うのがミソねぇ。,２０％バックってどういうことかしら。,
15分借りて210円とかなので、逆にこちらでは重宝します。,それは安いですね。,結構長い時間借りる必要があるのではないですか？,１時間程度借りるにはいいですね。,
1600円ですか。,ケーキで１６００円は高いですね。,コンビニのがおいしいのでもうコンビニでいいです。コンビニ近くにありますか？,美味しいのですか？,
1600円のモンブラン、高いだけあって当然おいしいです。,ケーキで１６００円は高いですね。,有名なケーキ屋さんですか？,それは、美味しいでしょうね。,
17年一緒にいて、きちんと記念日をお祝いされているとは、羨ましいです。,誕生日とか、結婚記念日とかですか？,それを口実に美味しい物食べてるだけですよ。,それは、律儀ですね。,今度言ったら、お仕置きよ。
17年目くらいです。,長く続けていられる秘訣は何ですか？,おぉ、もう、ベテラン中のベテランですね。,結構長いですよね。,
18歳とは長生きですね。,猫ちゃんにとっては、長生きですのん。,ちなみに、今飼っている猫にとっては私は兄弟ぐらいの扱いです。,人間に換算すると１００歳超えですね。,
18歳までエレクトーンをやっていると、エレクトーンの先生にしかなれないかもと思い、辞めたんです。,今でもエレクトーンは弾けるんですよね。,確かにいろんなことをやった方が、つぶしが利く、と言えるのでしょうね。私は音楽の才能が全くないので、すごいと思います。音楽はお好きですか？,エレクトーンとピアノでは全然違うのですか？,ねぇ、私に言い訳しなくていいのよ。責める気はありませんから。
19号は大変でしたね。,台風１９号ですよね。,そちらは大丈夫でしたか？被害はありませんでしたか？,大きな台風でしたよね。,
1か月2キロはいいペースですね。,ダイエットですか？,どんなダイエットをしているのですか？,確かに良いペースですね。,
1ヶ月も違うのですね。,日本は南北に長いですからね。,紅葉の見頃も違いますもんね。そちらはやっぱり遅いのでしょうか？,結構違いが大きいですね。,
１つ挙げるとすれば何ですか？,何が良いですのん。,いくつか挙げると、ゲームと読書と旅行でしょうか。インドアよりですが、アウトドアも好きですよ。,ひとつに絞り込めませんが。,
１つ選べないですが、チーズケーキが1番好きです。,チーズケーキですか、美味しそうですのん。,最近バスクチーズケーキはやってますけど食べましたか？,私もチーズケーキが好きです。,
１つ足りないのに使えるんですか？,予備なんかあるんですか？,へー？すごいですね。ポケモン以外におすすめのソフトありますか？,ネジが一本足りなかったり、多かったりするのと同じですね。,
１ホール毎に広いコースを一人で占有できることです。,ゴルフは自然も満喫できるので良いですね。,みんなでまわるものだと思っていました。,ゴルフも良いですね。,
1回だけですか?,それで充分ですのん。,あれって一回じゃないんですか？,一回じゃ物足りないのですか？,
1種類だけだと思っていました。,何種類かあるのですか？,私もそう思っていました。,１種類だけなんですか？,
１週間に１、２回焼いています。,焼いているのはパンですか、クッキーですか？,おお、うちもそうです。って、妻がですが、強力粉25kg買ってやる気まんまんです。,どれくらいの量を焼いているのですか？,パンを焼くのですか、どんなパンを作るのですか。
1週間分をまとめて買っているので、徐々に消費するという感じです。,１週間分ですか、持ちきれませんよね。,冷蔵庫が大きくなければいけませんね。,一人暮らしですか？,
1食だけであれば我慢できそうです。,１食だけなら我慢できますのん。,体はフラフラで力でないんですが、体の中はきれいになってる感じがします。,それは。毎日ですか？,
1食だけですが、朝7時半頃に軽く食べて、15時頃に検査して、昼食は16時でした。,１食だけなら我慢できますのん。,1食だけであれば我慢できそうです。,たまに抜くのは健康にもよいとも聞きます。,
１人だから気負わずに作れるといいますか。,確かにそれはありますね。,私もお昼ごはんは一人の時が多いので、何でもいいやってなってます。,お料理されるんですね。,
1対4の大敗でした。,それは、残念でしたね。,残念でしたね。スポーツはよく見るのですか？,どんなメンバーでしたか？,
１度でいいから小布施堂の朱雀は食べて見たいです。,お取り寄せできないのかしら？,それは小布施まで行かないといけないですね。,どんなお菓子なんですか？,
1日2～3時間やったら、ずいぶんプレイしたなという感じです。,どんなゲームが好きですか？,なるほど、私はどうもゲームは飽きっぽくて。私にとっては2～3時間でも結構長いです。,確かにそれぐらいやれば十分でしょう。,
１日２回、クイズに答えるだけで２０円貯まっていきます。,ずいぶんお得ですのん。,クイズに答えるだけで２０円はお得ですね。,それは、大丈夫なんですか？,
1日３０分程度です。,毎日行うのですか？,セット数でなく時間でやられてるんですね。かなり負荷をかけてやるのですか？,30分みっちり運動するのでしょうか？,
１日じゃ無理ですよね。,ローマは一日にして成らずですよね。,確かにそうですよね。,何日ぐらい必要でしょうかねぇ。,
1日だけ犯罪が許される日が制定された国の、その日の出来事が描かれています。,面白そうな本ですね。,小説ですか、映画ですか？,タイトルは何と言うのですか？,
１日は掃除や洗濯で半日潰れますが、あとは友達と飲みやランチに出かけたり、家にいるときは今はゲームしたりしています。,どんなゲームが好きですか？,ゲームは何をされているですか？,どんな所に出かけていらっしゃるの？,
1年に1度ワクチン接種がありますからね。,インフルエンザ・ワクチンですね。,コロナ・ワクチンだと年に数回必要ですよね。,春は、犬や猫のワクチンの時期ですね。,
1年半ですか。,はい、1年半ですのん。,と言っても月3回程度は米食べてましたよ。本当タンパク質主体の食事は飽きます。今、大量に胸肉が冷凍庫に眠っています。,1年半は結構長いですよ。,
1年半続けました。,頑張ったのですね。,1年半ですか。すごいです。私はたった半年で挫折してしまいました。,結構長く続けましたね。,
1番好きなご飯は,色々あって、決められません。,納豆ご飯です。そちらは何ですか？,卵かけご飯です。あなたは何ですか？
1番好きなご飯はなんですか？,色々あって、決められません。,納豆ご飯です。そちらは何ですか？,卵かけご飯です。あなたはどうですか？
２、３日前にしました。,もうお済でしたか？,おお、早いですね。あっという間に寒くなりましたものね。,もう終わりましたか？
2～3日目までめちゃお腹が空きますが4日目からは空腹感があまりなくなります。,断食をどれくらい続けましたか？,私はもともとあまり食べないほうですが、断食を成功させる自信はないですね。かなりの意思が必要なのでは。,よく頑張れましたね。
20%オフだったのでいいんですけどね。,それは、お得でしたね。,２０％オフですか、お得ですね。,どんな感じだったのですか？
200バーツ弱ほどだったので、600円くらいでしょうか。,それが、高いのか安いのか分かりませんわ。,きっと高級なハンバーグなんでしょうね。バンコクで楽しみが増えてよかったですね。,現地では、高い方なんでしょうね。
２０１１年からなので、９年くらいですね。,もうずいぶん変わっているんでしょうね。,では前回私が訪れたころくらいからですね。その後にもずいぶん発展したのでしょうか？,もうずいぶん経つのですね。
2013年の映画です。,どんな映画ですか？,割と最近の映画なんですね。なんだか怖そうですね、ホラーっぽいんですかね。,結構前の映画だったのですね。
2017年の映画です。,どんな映画ですか？,思わず検索してしまいました。面白そうですね。,作成年はあまり関係ないですね。
20歳まで生きました。,人間だと１００歳以上ですよね。とても大切に飼っていたのですね。,20歳、すごい。きっととても幸せだったことでしょうね。,犬や猫で２０歳は、すごいですね。
20店舗以上、もはやベテランさんですね。,そんなことはありませんよ、もっとすごい方がたくさんおりますのん。,モンブランが大好きです。何ケーキが好きですか？それとも、和菓子の方が好きですか？,それぞれの店舗で。特徴とかもありますよ。
20度ですか？お出かけの日が暖かくてよかったですね。,そうですね、少しづつ暖かくなっていくようですのん。,今週からさらに寒くなりそうですね。今日はお休みですか？,やっと２０度を超えてくるようになりましたね。
２０年ぐらいになりますが、スコアは伸びないですね。,なかなか難しいですのん。,20年、すごい。わたしは６年くらいのぺーぺーです。主にどの地域でプレーされてるんですか？,色々なコースでプレイされたんでしょうね。
20年はすごい、きっととても幸せだったことでしょう。,長い付き合いですから、色々ありますのん。,だといいなって思います。私は幸せでしたよ、彼女に出会えて。,他の方々とそんなに変わらないと思いますよ。
20年はすごい、わたしは６年くらいのぺーぺーです。,長い付き合いですから、色々ありますのん。,南のほうですね。ホームコースとかあるんですか？,長ければいいというものではありませんが。
２０分コースをやっているのですが、毎日ひどい筋肉痛です。,毎日続けられるのはすごいですのん。,楽し私はユーチューブで毎日スクワットしてますよ。,筋肉痛は次の日にまで影響しますか？
25℃くらいですね。,最高気温が２５度ぐらいだと過ごしやすいですのん。,羨ましいです。東北からすると完全に夏ですね。年中そんな感じの気候ですか？,２５度を超えると暑く感じますよね。
25キロ、凄いですね。,そんなことはありませんよ。,食パンってわりと安くスーパーに売ってあるので、その値段に勝つためには25kgを買うしかなかったみたいです。,２５キロ走ったり、２５キロ減量したりするのは凄いですけどね。
2か月くらいです。,最低３か月かかると言われていますのん。,そうですか。私はそろそろバイトかパートでもしようかと考えています。,２か月くらいでは、まだまだですかねぇ。
２ヶ月前になりますが屋久島に行く機会があったので屋久杉を撮影してきました。,屋久杉ですか、今度見せて下さい。,屋久島いいですね。私も一度行きたいと思ってます,屋久島は、まだ行ったことがないです。
２つの季節とも暑くも寒くもないからです。,確かに、春と秋は良い季節ですのん。,スッキリしてますからね。でも、子供の頃は夏とか好きじゃなかったですか？海とか山とか。夏休みとかで。,春と秋ですよね、どちらも行楽時期ですね。
2回でいいんですか？,２回でいいんですよ。,はい、やって見てください。,それで良いのですよ。
2回ほど受けましたが、4択を勘で塗っただけです。,４択なんですね。,４択なんですね。台湾に一緒に行った友達がタピオカ好きじゃないので飲まなかったんです。,あと２回出来ますね。
2回ほど肋骨にひびが入りました、お客さんが暴れるので、,お客さんが暴れるって、どんなお店なの？,それはすごいですね。パンクのライブ独特なのでしょうか。私はライブで怪我した人は見たことないです。,２回もですか？
2回接種で抗体ができるみたいな予防接種もあった気がするけど、インフルは一回のような。,コロナ・ワクチンは１回では不十分なようですしね。,そうでしたっけ。私も1回だけだからそうなのかもしれないです。,色々な予防接種がありますね。
2回程ハワイに行ってすっかりハマってしまいました。,私もハワイに行ってみたいですのん。,まだハワイに行ったことはありませんわ。,ハワイは人気のリゾート地ですね。
2回目は、しっかり練習してからいきます。,１回目はどんな感じだったのですか？,カッコいい、激しい競技ですもんね。そういえば、カズがJ1に戻るみたいですね。,そうして下さい。
２期からだいぶ待たされたなぁと思いましたが、全部チャラになるぐらい面白いですよね。,そんなに面白いのですか？,原作の漫画も読みたくなってしまいます。,１期目と２期目を見たいです。
２月２９日生まれの人は、毎年の誕生日のお祝いはどうしてるんでしょうね。,２月２８日に祝う人と３月１日に祝う人、どちらが多いのかなぁ？,ないのは寂しいから、ふわ～っと２８日にやっててほしいですね。,４年に一度の誕生日会は、さすがに寂しいですよね。
2件行っててどちらも美容クリニックです。,２件で何か違うのですか？,自分でお調べになって行く所を決めたんですか？,美容クリニックの違いはどうなんですか？
2行目見逃していました。,文字が小さいですからね。,大事なことは分かりにくく書いていますから。,私なんか、始めから見ていませんのよ。
２皿も食べたんですか？すごいですね。,大盛りが出来ないときはしょうがありませんよ。,ユーチューブに餃子を限界まで食べる動画あがってますけど、それに比べたら情けないくらいです。,おなか一杯になりました。
２時間で８杯くらい飲みました。,何を飲まれたんですか？,お～すごいですね。ワイン1本以上いってますよね。,私なら、酔っぱらってしまいそうです。
2時間走り回る、体力ありますね。,私にはそんな体力ありませんわ。,むしろ目が冴えてスッキリしますよ。モヤモヤした日の朝は行くかどうかすごく悩みます。,私には無理・無理。
２日くらい前に食べました。,わぁ、良いですね。,まじですか？私も2日くらい前にたべましたよ。毎年食べてます。,私も食べたいなぁ。
２年に１回くらいです。,お金がかかりますからねぇ。,イタリアいいですねー。一度は行きたいです。でもヨーロッパって旅費がかかるイメージでなかなか。,海外旅行ですか？いいですね。
2年位前は割が良かったのが、だんだんちょっとしかもらえなくなっていますけどね。,せちがない世の中になって来ましたよね。,その情勢も厳しいんですね、。プレステは4が最新です。5も近々出るような情報がありますね。,寂しいことですね。
2年前くらいまでは見てたんですが、最近は仕事が忙しくて見れてないです。,それは、残念ですのん。,そうでしたか。海外ドラマは見るのに時間がかかりますもんね。,面白いドラマもありますからね。
2年前にはじめて大阪城へ行きました。また、行こうと思ってます。,私も大阪城を見たいですのん。,現在でしたら夜にイルミネーションのイベントに力を入れているのでキレイですよ。,私はまだ見ていないので、羨ましいです。
2年目で体重増加、3年目から徐々に痩せ始めました。,一度体重が増加したのですか？,そんなに続けないと効果がでないんですか。,今はどんな感じですか？
2本立て映画もよくありました。最近はないですねぇ。,確かにそうですね。,２本立ての映画、懐かしいです。,名画座系ですよね。
２枚だから使わなかったらもったいない。,確かにもったいないですね。,そうですか？なんだろう、もう新しい公開はないだろうから今出てるので考えるとターミネーターとか？,２人で使ったらいかが？
30個ですか。,そう、３０個です。,そんなに沢山ですか？,３０個でも足りないくらいです。
30分ぐらいです。,毎日３０分ぐらいですよね。,なかなかの運動になりそうですね。定番のコースがあるんですか？,３０分で充分ですか？
30分の儀式と夜の晩餐会と併せて100億円以上使うようですね。,無駄使いでなければ良いのですが。,それは、あとから問題になりそうですね。,お金があるところには有るものですね。
31歳だったと思います。,もうそんなお歳でしたか。,31歳で21歳役はさすがに戸田恵梨香でも厳しいですね。,３１歳とは若く見えますよね。
31歳で21歳役はさすがに戸田恵梨香でも厳しいですね。,役者さんは大変ですよね。,はい、しかも彼女は背が高いので。同級生役で大島優子さんが出てますが、こちらはそんなに違和感ないんですけどね。,若く見せたり、老けて見せたりメークで変わるんですね。
35℃以上っていう日がこれだけあるのはすごいですよね。,毎年毎年暑くなっているように思えますよね。,地球温暖化の影響ですね。,これまでよりずーっと多いですよね。
35歳でリタイア目指してます,リタイアして何をする予定ですか？,もちろん投資とかも考えていらっしゃるんでしょうね。,３５歳でリタイアする人と７０歳超えても働かなければいけない人、色々ですね。,
35度ですか？それは暑いですね。,毎年毎年暑くなっているように思えますよね。何か冷たいものでもいかがですか？,九州では桜は3月末ですが、東北ではどうですか？,暑い日々が長くなっているように感じます。,
3DSでも発売されているようですね。,そうです。3DSでも遊べますよ。,はい、そうです。今何のアプリをやられてますか？,同じアプリが色々なプラットフォームで遊べるようになっていますね。,
3回も行かれてるんですか？本当に羨ましいです。,あなたは、どちらに行かれているのですか？,遅くなってすみません。美ら海水族館がとても綺麗でした。,近場ですから。,今度言ったら、お仕置きよ。
3月までは実質冬です。,北と南ではずいぶん違うんでしょうね。,そういわれていますが、徐々に変わってきていますよ。,3月は春というところもありますよ。,
3月末ですか？やっぱり早いですね。,桜前線ですか？,1ヶ月も違うのですね。日本は狭いようで広いですね。,北の方では4月ですけれどね。,
３時間歩くより、30分筋トレ（スクワット）のほうが、体脂肪率が下がりますよ。,そうなんですか。筋トレ、バカになりませんね。,スクワットは効果が高いとよく聞きます。,３時間歩くのは大変ですし。,
3種の大根ですかー、色がきれいですね。,味の違いも楽しみですね。,食べ比べたことがないので、楽しみです。,辛みが違うのでしょうか？,
3種類？すごいですね。,色々楽しめて、嬉しいですのん。,私も初めて育ててるんですよ～。種売り場に行くと興奮しちゃって見たことのない野菜の種ばかり買っちゃうんです。,全部で何種類あるのでしょう？,
3種類くらい出ているのでしょうか。,色々楽しめて、嬉しいですのん。,飽きなさそうでいいですね。,全部で何種類あるのでしょう？,
3人の関係性が面白いですよね。,三角関係って、ドラマになりますよね。,何というドラマですか？,恋愛関係ですかねぇ。,
3段BOXや棚付き台、椅子、ペットのベットとかいろいろです。,いろいろなセットがありますからねぇ。,結構大きいもの作れるんですね。ペットのベッドとかちょっと興味あります。女性が多いのも意外ですね。,DIYですね。,
3年住んでいて焼けていないのは凄いですね。,日焼けには気を付けていましたからね。,そうでしょう。,あまり外に出ないようにしていましたから。,
３年前ぐらいになりますよ。,３年ですか？,そうなんですか？なんかちょっと嬉しいです。,その頃のことですね。,
3年目です。あまり外に出ないからか、それとも東北出身で焼けにくいからなのか、タイにいるとは思えないほど焼けてなくて驚かれます。,確かに、3年住んでいて焼けていないのは凄いですね。,3年住んでいて焼けていないのは凄いですね。そういえば、うちの母が沖縄出身で長年地黒だと思ってましたが長年東北に住んで驚くほど色白になりましたよ。,日焼けには気を付けていらっしゃったのですね。,
40代から50代ですか。,若く見えますよね。,いいえ、６０歳ですよ。,若作りですよ。,
4つしかないので何とも言えないですね。,４つしかないのはどうしてですか？,確かに、それも日本だけらしいですからね、まんべんなく４つの血液型が存在するのは。,世界に４つですか？
４月に行ったような。,１年に何回ぐらい行っていらっしゃるの？,すごーい。旦那様は毎月ゴルフ、奥様はメリーモナークにも行かれていて、セレブな香りが漂ってきます。,毎月行っていらっしゃるのですか？
4歳ぐらいです。,４歳ぐらいですか、男の子ですか。女の子ですか,一番元気な時ですね。,目が離せないでしょう。
４歳なんですね。オスですか。メスですか,オスです。すごく人懐っこいですよ。,オスです。すごいやんちゃですよ。,メスです。すごく人懐っこいですよ。
4歳なんですよ。やんちゃ盛りです。,４歳なんですね。男の子ですか。女の子ですか,４歳なんですね。オスですか。メスですか,目が離せないでしょう。
４人です。でも、打つときは目の前のコースは自分だけのものになるんですよ。,確かにそうですね。,なるほどです。それは、すかっとしますね。,自然を満喫できますからねぇ。
４択なんですね。,４回楽しめそうですね。,もっとたくさんあった方が良いですか？,２択とかの方が選択しやすいですね。
4年後もキャプテンなのかな？楽しみです。,楽しみですね。,４年は長いですから、どうでしょう？,４年間頑張って欲しいものですね。
501はとった点を引いていって最後に0にした人が勝つゲームです。例えば50点とったら451点が残ります。,単純だけれど、駆け引きが大事って言うゲームですね。,なるほど。単純に真ん中だけを狙っていてもダメということですね。,取れる点の最大はあるのでしょうか？
501は初耳です。,私も初耳ですのん。,501はとった点を引いていって最後に0にした人が勝つゲームです。例えば50点とったら451点が残ります。,単純だけれど、駆け引きが大事って言うゲームです。
50巻くらいまでそろえたんですが、いつまでつつくんだろうとおもって買うの辞めました。やめてよかった。,その５０巻はどうしたのですか？,確かに、無限に続いている印象がありますね。,途中でやめるのは、もったいないような気もしますが。
50代男性、趣味はランニングと登山です。,アウトドアがご趣味なんですね。,ランニングは毎日しているのですか?,登山は体力を使うでしょうね。
